type,issuercode,issuername,assetname,assetcode,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Healthcare Property Trust - Retail,AUS0102AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Acorn Capital Microcap Fund,AUS0108AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Healthcare Property-W/sale,AUS0112AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Acorn Capital Microcap Fund - Retail,AUS0115AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Australian Unity Wholesale Mortgage Income Trust,AUS0116AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF Capital Secure Trust,AUX0007AU,,,,,,,,,,,,,,,,
SC,UFM,IOOF Investment Management,IOOF Cash Management Trust - Class D,AUX0021AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Diversified Stable Fund,BAR0811AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Diversified Growth Fund,BAR0813AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Australian Equity Fund,BAR0814AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific International Equity Fund,BAR0817AU,,,,,,,,,,,,,,,,
SC,BCA,Babson Capital Australia Pty Ltd,BCA European Loan Fund Trust,BCA0001AU,,,,,,,,,,,,,,,,
SC,BCF,Basis Capital Funds Management Limited,Basis Yield Alpha Sub-Trust - A$ Yield Fund Preference Units,BCFA0001Q,,,,,,,,,,,,,,,,
SC,BCF,Basis Capital Funds Management Limited,Basis Yield Alpha Sub-Trust- A$ Yield Fund Subordinated Unit,BCFA0002Q,,,,,,,,,,,,,,,,
SC,BCF,Basis Capital Funds Management Limited,Basis Yield Alpha Liq.Trust Pac-Rim SubTrust A$ A-R Investor,BCFA0100Q,,,,,,,,,,,,,,,,
SC,BCM,Bronte Capital Management Pty Limited,Bronte Capital Amalthea Fund (Equalisation),BCM0001AU,,,,,,,,,,,,,,,,
SC,CNT,360 Capital Investment Mgt Ltd (Calastone),360 Capital AREIT Fund,BEC0006AU,,,,,,,,,,,,,,,,
SC,BEG,Specialised Private Capital Ltd (Calastone),Leveraged Investment Companies Fund,BEG0002AU,,,,,,,,,,,,,,,,
SC,BEG,Specialised Private Capital Ltd (Calastone),Centric DHA Residential Property Fund,BEG0005AU,,,,,,,,,,,,,,,,
SC,SPC,Specialised Private Capital Ltd (Calastone),Australian Equities Extension Fund,BEG0006AU,,,,,,,,,,,,,,,,
SC,SPC,Specialised Private Capital Ltd (Calastone),Global Fundamental Equities Fund,BEG0009AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Bennelong Australian Equities Fund,BFL0001AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Bennelong Concentrated Australian Equites Fund,BFL0002AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Bennelong Ex-20 Australian Equities Fund,BFL0004AU,,,,,,,,,,,,,,,,
SC,BFM,Bennelong Funds Mgt Ltd (Calastone),Bennelong Long Short Equity Fund (Equalisation),BFL0005AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Bennelong Avoca Emerging Leaders Fund,BFL0008AU,,,,,,,,,,,,,,,,
SC,BFM,Bennelong Funds Mgt Ltd (Calastone),Bennelong Kardinia Absolute Return Fund - Daily Class,BFL0010AU,,,,,,,,,,,,,,,,
SC,BFM,Bennelong Funds Mgt Ltd (Calastone),Bennelong Market Neutral Fund,BFL0016AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Bennelong Twenty 20 Australian Equities Fund,BFL0017AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),4D Global Infrastructure Fund,BFL0019AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Quay Global Real Estate Fund - Daily Series,BFL0020AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Touchstone Index Unaware Fund,BFL0021AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Wholesale Diversified Growth Fund,BGL0003AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Global Bond Index Fund,BGL0008AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Indexed Australian Equity Fund,BGL0034AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Indexed Hedged International Equity Fund,BGL0044AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Global Markets Fund,BGL0045AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Indexed Australian Bond Fund,BGL0105AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Indexed International Equity Fund,BGL0106AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Indexed Australian Listed Property Fund,BGL0108AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Scientific Hedged International Equity Fund,BGL0109AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Multi Opportunity Absolute Return Fund,BLK0001AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Fixed Income Global Opportunities Fund (AU ClassD),BLK0003AU,,,,,,,,,,,,,,,,
SC,BAR,BlackRock Asset Mgt (Aus) Ltd (Swiftnet),BlackRock Concentrated Industrial Share Fund - Class D,BLK0012AU,,,,,,,,,,,,,,,,
SC,BNP,Hyperion Asset Mgt Ltd (Swiftnet),Hyperion Australian Growth Companies Fund,BNT0003AU,,,,,,,,,,,,,,,,
SC,BNP,Hyperion Asset Mgt Ltd (Swiftnet),Hyperion Small Growth Companies Fund,BNT0101AU,,,,,,,,,,,,,,,,
SC,BPF,Bell Asset Management Ltd (NAB Custodians),Global All Weather Fund - B Class Units,BPF0003AU,,,,,,,,,,,,,,,,
SC,BPF,Bell Asset Management Ltd (NAB Custodians),Global Pure Alpha Fund - A Class Units,BPF0005AU,,,,,,,,,,,,,,,,
SC,BPF,Bell Asset Management Ltd (NAB Custodians),Global Pure Alpha Fund - B Class units,BPF0006AU,,,,,,,,,,,,,,,,
SC,BAN,Bell Asset Management Ltd (National Asset),Bell Global Equities Fund - Wholesale Class,BPF0014AU,,,,,,,,,,,,,,,,
SC,BPF,Bell Asset Management Ltd (NAB Custodians),Bell Global Equities Fund - Platform Class,BPF0016AU,,,,,,,,,,,,,,,,
SC,KAR,Karara Capital P/L (PTS),Karara Small Companies Fund - Series 1,BPF0017AU,,,,,,,,,,,,,,,,
SC,BAM,Bell Asset Management Ltd (Link Market Services),Bell Global Emerging Companies Fund,BPF0029AU,,,,,,,,,,,,,,,,
SC,BSC,BetaShares Capital Ltd (Swiftnet),BetaShares CPS - Global Managers Trust,BSC0001AU,,,,,,,,,,,,,,,,
SC,BSC,BetaShares Capital Ltd (Swiftnet),BetaShares CPS - Global Growth Fund,BSGRWP,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Global Bond Fund - Retail,BTA0001AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Cash Management Trust - Retail,BTA0002AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Australasian Bond  Fund,BTA0003AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Pooled Super Trusts - BT Balanced Returns PST,BTA0004AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Consevative Outlook Fund - PST,BTA0005AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Split Income  Fund - Retail,BTA0011AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Split Growth Fund - Retail,BTA0012AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Australian Share Fund - Retail,BTA0021AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT American Share Fund - Retail,BTA0023AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT International Fund - Retail,BTA0024AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT European Share Fund - Retail,BTA0025AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Asian Share Fund - Retail,BTA0026AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Income Plus Fund - Retail,BTA0042AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Balanced Returns Fund - Retail,BTA0043AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Future Goals Funds - Retail,BTA0044AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Property Securities Fund - Retail,BTA0051AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale  Asian Share Fund,BTA0054AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Australian Share Fund,BTA0055AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale International Share Fund,BTA0056AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Property Securities Fund,BTA0061AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Multi-Manager Balanced Fund - Retail,BTA0077AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Multi-Manager Conservative Fund - Retail,BTA0078AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Multi Manager High Growth Fund - Retail,BTA0079AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Multi-Manager Growth Fund - Retail,BTA0080AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale American Share Fund,BTA0100AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale European Share Fund,BTA0124AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Future Goals Fund,BTA0125AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Technology Fund - Retail,BTA0127AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Japanese Share Fund,BTA0130AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Japanese Share Fund - Retail,BTA0131AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi Manager Balanced Fund,BTA0221AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi Manager Conservative Fund,BTA0222AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi Manager Growth Fund,BTA0223AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Partner Series Australian Shares Core 1,BTA0241AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Partner Series Australian Growth 1,BTA0242AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Partner Series Aust Value 1,BTA0243AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Partner Funds International Share Value 1,BTA0245AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi Manager High Growth Fund,BTA0246AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Partner International Share Core 1,BTA0248AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Partner International Shares Core 1 - Retail,BTA0249AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi-Manager Australian Shares Fund,BTA0259AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Multi-Manager International Share Fund,BTA0261AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale MidCap Fund,BTA0313AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Diversified Global Equity Fund,BTA0316AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Monthly Income Plus Fund,BTA0318AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Dynamic Global Equity Fund,BTA0321AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Global Emerging Markets Opportunities Fund - Wholesale,BTA0419AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Defensive Equity Income Fund,BTA0427AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Balanced Equity Income Fund,BTA0428AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Pure Alpha Fixed Income Fund,BTA0441AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1940s Lifestage Fund Class A,BTA0452AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1950s Lifestage Fund Class A,BTA0453AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1960s Lifestage Fund Class A,BTA0454AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1970s Lifestage Fund Class A,BTA0455AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1980s Lifestage Fund Class A,BTA0456AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 1990s Lifestage Fund Class A,BTA0457AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BTFM - 2000s Lifestage Fund Class A,BTA0458AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Core Australian Share Fund,BTA0476AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Super Trust Investment Units,BTA0502AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Concentrated Global Share Fund,BTA0503AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Core Global Share Fund,BTA0536AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Property Securities Fund,BTA0540AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Global Property Securities Fund,BTA0541AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT RARE Infrastructure Wholesale Plus Value Fund - Hedged,BTA0543AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Fixed Interest Fund,BTA0547AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Plus Global Emerging Markets Oppotunities Fund,BTA0550AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Conservative Outlook Fund,BTA0805AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Balanced Returns Fund,BTA0806AU,,,,,,,,,,,,,,,,
SC,BWA,BWA Managed Investments Ltd (CFS),BWA Cash Management Trust - IDPS,BWA0002AU,,,,,,,,,,,,,,,,
SC,CON,Concise Asset Management Limited,Concise Mid Cap Fund,CAM0001AU,,,,,,,,,,,,,,,,
SC,CRE,Crescent Funds Management (Aust) Ltd,Crescent Australian Equity Fund - Wholesale class,CFL0002AU,,,,,,,,,,,,,,,,
SC,CRE,Crescent Funds Management (Aust) Ltd,Crescent Islamic Cash Management Fund,CFL0003AU,,,,,,,,,,,,,,,,
SC,CRE,Crescent Funds Management (Aust) Ltd,Crescent Diversified Property Fund,CFL0006AU,,,,,,,,,,,,,,,,
SC,CRE,Crescent Funds Management (Aust) Ltd,Crescent International Equity Fund,CFL0008AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Australian Share Fund - Core,CFM0404AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Indexed Global Share Fund,CFM0405AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Index Global Bond Fund,CFM0406AU,,,,,,,,,,,,,,,,
SC,CHF,Charter Hall Funds Management Ltd,Charter Hall Umbrella Fund,CHF0002AU,,,,,,,,,,,,,,,,
SC,MMA,Marisco Capital (Channel Capital) (Calastone),CC Marsico Global Fund - Retail Class,CHN0002AU,,,,,,,,,,,,,,,,
SC,JCC,JCB (Channel Capital),CC JCB Active Bond Fund,CHN0005AU,,,,,,,,,,,,,,,,
SC,WHC,Capital Group Investment Management Limited,Capital Group World Dividend Growers (AU),CIM0002AU,,,,,,,,,,,,,,,,
SC,WHC,Capital Group Investment Management Limited,Capital Group New Perspective Fund,CIM0006AU,,,,,,,,,,,,,,,,
SC,WHC,Capital Group Investment Management Limited,Capital Group New Perspective Fund Hedged (AU),CIM0008AU,,,,,,,,,,,,,,,,
SC,CIP,Cooper Investors Pty Ltd (Calastone),Cooper I Global Equities Fund,CIP0001AU,,,,,,,,,,,,,,,,
SC,CIP,Cooper Investors Pty Ltd (Calastone),Cooper I Brunswick Fund,CIP0002AU,,,,,,,,,,,,,,,,
SC,CIP,Cooper Investors Pty Ltd (Calastone),Cooper I Global Equities Fund (Unhedged),CIP0003AU,,,,,,,,,,,,,,,,
SC,CIP,Cooper Investors Pty Ltd (Calastone),Cooper I Asian Tiger Fund,CIP0004AU,,,,,,,,,,,,,,,,
SC,CIP,Cooper Investors Pty Ltd (Calastone),Cooper I Australian Equities Fund,CIP0005AU,,,,,,,,,,,,,,,,
SC,INN,Innova PML & eClipse (Calastone),Innova Share Protection Accounts - Australian Shares,CLP0001AU,,,,,,,,,,,,,,,,
SC,INN,Innova PML & eClipse (Calastone),Innova Share Protection Accounts - Global Shares,CLP0002AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Index Australian Bond Fund,CMI0102AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Index Australian Share Fund,CMI0103AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Indexed Property Securities Fund,CMI0105AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,CFS Wholesale Small Companies Fund - Core,CMI0111AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO Wholesale Senior Secured Income Fund,CNA0805AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO W/Sale Diversified Growth Fund - Class A,CNA0806AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO W/Sale Australian Share Fund,CNA0811AU,,,,,,,,,,,,,,,,
SC,INV,INVESCO Australia Ltd (Calastone),INVESCO W/Sale Australian Smaller Companies Fund - Class A,CNA0812AU,,,,,,,,,,,,,,,,
SC,CFM,Centuria Property Funds Limited,Centuria 8 Australia Avenue Fund,CNT0011AU,,,,,,,,,,,,,,,,
SC,NCS,NAB Custodian Services,Centuria Zenith Fund,CNT0030AU,,,,,,,,,,,,,,,,
SC,CFM,Centuria Property Funds Limited,Century Opportunity Fund No 2,COFN2,,,,,,,,,,,,,,,,
SC,CIS,One Managed Investment Funds Ltd,Folkestone Maxim A-REIT Securities Fund,COL0001AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Blue Sky Alliance Fund - Absolute Return Units,COL0018AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Blue Sky Alliance Fund - Real Return Units,COL0019AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Blue Sky Alliance Fund - Dynamic Macro Units,COL0020AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Atrium Evolution Series Diversified - AEF 5,COL0029AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Atrium Evolution Series Diversified - AEF 7,COL0030AU,,,,,,,,,,,,,,,,
SC,CIL,One Managed Investment Funds Ltd (Calastone),Atrium Evolution Series Diversified - AEF 9,COL0031AU,,,,,,,,,,,,,,,,
SC,FSF,Colonial First State Investments Limited,Commonwealth Share Income Fund,COM0012AU,,,,,,,,,,,,,,,,
SC,COR,Cor Capital (OneVue RE Services Ltd),COR Capital Fund,COR0001AU,,,,,,,,,,,,,,,,
SC,CPL,Balmain Trilogy Investment Management Pty Ltd,Pacific First Mortgage Fund,CPL0001AU,,,,,,,,,,,,,,,,
SC,CPL,Balmain Trilogy Investment Management Pty Ltd,Pacific First Mortgage Fund - Litigation Recovery Right,,,,,,,,,,,,,,,,,
SC,TFS,Clime Asset Mgt Pty Ltd (OneVue RES) (Calastone),Clime Australian Value Fund - Retail,CRE0001AU,,,,,,,,,,,,,,,,
SC,TFS,Clime Asset Mgt Pty Ltd (OneVue RES) (Calastone),Clime Australian Value Fund - Wholesale,CRE0005AU,,,,,,,,,,,,,,,,
SC,TYB,Smarter Money (OneVue RES) (Calastone),Smarter Money Active Cash Fund - Assisted Investor,CRE0014AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Phoenix Property Securities Fund,CRM0008AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Riverpark Trust,CRM0009AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Ipswich City Heart Trust,CRM0015AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Box Hill Trust,CRM0017AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Direct Property Fund,CRM0018AU,,,,,,,,,,,,,,,,
SC,CRM,Cromwell Property Securities Limited (Calastone),Cromwell Phoenix Core Listed Property Fund,CRM0026AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Multi-Asset Income Fund,CRS0001AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Multi-Asset Real Return Fund,CRS0002AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen ex-20 Australian Equity Strategy Fund,CRS0003AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Australian Fixed Income Fund,CRS0004AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Actively Hedged International Equities Fund,CRS0005AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,SG Hiscock Wholesale Property Fund,CRS0007AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Inflation Linked Bond Fund,CRS0008AU,,,,,,,,,,,,,,,,
SC,CSR,Challenger Investment Services Limited,CS Private Investment Property Fund,CSA0004AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Australian Floating Rate Income Fund,CSA0029AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Bentham Wholesale Global Income Fund,CSA0038AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Credit Suisse Global Private Equity Fund,CSA0042AU,,,,,,,,,,,,,,,,
SC,CSA,Aberdeen Invesment Management Australia Limited,Aberdeen Select Investment Aust Small Companies Fund,CSA0044AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Bentham Professional Global Income Fund,CSA0045AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Bentham Wholesale Syndicated Loan Fund,CSA0046AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Bentham Professional Syndicated Loan Fund,CSA0048AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Diversified Fixed Income Fund,CSA0062AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Credit Suisse Enhanced Commodity Fund,CSA0063AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Bentham Wholesale High Yield Fund,CSA0102AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Global Investment Grade Credit Bond Fund,CSA0103AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Total Return Fixed Income Fund,CSA0104AU,,,,,,,,,,,,,,,,
SC,CSA,Aberdeen Invesment Management Australia Limited,Aberdeen Select Investment Sustainable Income Fund,CSA0111AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Select Invest Actively Hedged Intl Equities Fund,CSA0114AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Income-Focused Bond Fund,CSA0130AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Australian Small Companies Fund,CSA0131AU,,,,,,,,,,,,,,,,
SC,EQI,Aberdeen Asset Mgt Ltd (Swiftnet),Aberdeen Fully Hedged International Equities Fund,CSA0135AU,,,,,,,,,,,,,,,,
SC,CVC,CVC Investment Managers Pty Limited,CVC Sustainable Investments Limited,CVC0001AU,,,,,,,,,,,,,,,,
SC,MGL,Ironbark Asset Mgt (Fund Services) Ltd (Calastone),Ironbark Diversified Income Fund,DAM0012AU,,,,,,,,,,,,,,,,
SC,IRO,Ironbark Asset Mgt (Fund Services) Ltd (Calastone),AMS Moderately Conservative Fund,DAM0025AU,,,,,,,,,,,,,,,,
SC,IRO,Ironbark Asset Mgt (Fund Services) Ltd (Calastone),AMS Balanced Fund,DAM0026AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Preferred Income Fund,DDH0001AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,Selector Australian Equities Fund,DDH0002AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Australian Small Companies Fund,DDH0004AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Fixed Interest Fund,DDH0006AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Global Fixed Interest Alpha Fund,DDH0007AU,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Cash Fund - IDPS,DDH0009AU,,,,,,,,,,,,,,,,
SC,IRO,Ironbark Asset Mgt (Fund Services) Ltd (Calastone),Ironbark Global Diversified Alternatives Fund,DEU0109AU,,,,,,,,,,,,,,,,
SC,DFA,DFA Australia Limited (Calastone),Dimensional 5 Year Diversified Fixed Interest - NZD,DFA0001AU,,,,,,,,,,,,,,,,
SC,DFA,DFA Australia Limited (Calastone),Dimensional 2-Yr Diversified Fixed Interest,DFA0002AU,,,,,,,,,,,,,,,,
SC,DFA,DFA Australia Limited (Calastone),Dimensional Australian Core Equity Trust,DFA0003AU,,,,,,,,,,,,,,,,
SC,DFA,DFA Australia Limited (Calastone),Dimensional Global Core Equity Trust - Unhedged,DFA0004AU,,,,,,,,,,,,,,,,
SC,DFA,DFA Australia Limited (Calastone),Dimensional Global Real Estate Investment Trust,DFA0005AU,,,,,,,,,,,,,,,,
SC,MPA,IOOF Investment Management Limited,Strategic Global Property Trust,DFA0006AU,,,,,,,,,,,,,,,,
